Sample_ID,Province,City,Date_Collected,Water_Source,Pollutant_Type,Pollutant_Level_mg_L,Safe_Limit_mg_L,Exceeds_Limit,pH_Level,Temperature_C,Turbidity_NTU,Conductivity_uS_cm,Dissolved_Oxygen_mg_L,Treatment_Status,Agency_Responsible,Latitude,Longitude,Sampling_Depth_m,Comments
SMP101413,Nova Scotia,East Sethborough,2022-09-24,Lake,Pesticides,40.85,21.67,True,7.39,24.0,94.59,1343.96,8.77,Treated,CleanH2O Org,45.615804,-62.639689,8.7,Movement fish enjoy than.
SMP101414,British Columbia,New Gina,2022-08-16,Reservoir,Pesticides,43.09,4.5,True,5.86,6.3,24.63,61.78,4.5,Untreated,CleanH2O Org,49.928709,-115.837285,2.98,Term specific weight security indicate improve spring because.
SMP101415,Newfoundland and Labrador,Andreaberg,2024-01-01,Coastal,Pesticides,31.33,5.1,True,7.55,10.6,71.27,631.99,11.06,Untreated,WaterSafe Canada,48.348197,-100.287124,9.05,Arm someone television floor five drug.
SMP101416,New Brunswick,North Kristieborough,2024-11-01,Reservoir,Mercury,5.69,8.29,False,8.65,25.2,33.57,1105.01,2.3,Treated,EnviroCan,55.41141,-134.516639,3.03,Fight hear much newspaper might admit class establish.
SMP101417,Ontario,New Jimmyfort,2025-04-06,Groundwater,Chlorine,27.15,27.87,False,5.15,25.2,71.0,1393.02,9.99,Untreated,EnviroCan,57.196895,-60.717757,9.19,Better account traditional town range western president serve.
SMP101418,New Brunswick,Roblestown,2024-07-26,River,Mercury,17.39,24.69,False,7.84,10.9,1.3,1332.45,6.19,Untreated,WaterSafe Canada,47.752069,-138.835596,5.1,Million resource he memory clear.
SMP101419,Saskatchewan,Annebury,2022-12-02,Groundwater,Pesticides,33.16,10.67,True,7.88,29.4,50.53,1057.9,4.36,Treated,CleanH2O Org,52.08103,-119.054842,3.38,Send course mission for structure cut can.
SMP101420,Nova Scotia,Collinsborough,2023-07-24,Groundwater,Phosphate,8.04,13.24,False,8.12,17.9,43.88,1901.1,9.42,Untreated,EnviroCan,50.99157,-96.006308,5.35,Soon soon within every through.
SMP101421,Quebec,Lake Amy,2024-10-13,Coastal,Phosphate,19.69,1.09,True,6.42,29.7,49.08,930.9,3.04,Treated,CleanH2O Org,49.252419,-103.104904,9.29,Role father throw approach particularly.
SMP101422,Newfoundland and Labrador,Port Ryan,2023-07-01,River,Lead,16.4,1.35,True,5.94,4.6,87.55,95.26,6.86,Treated,CleanH2O Org,52.985823,-68.625288,2.21,Us society open leader stop check.
SMP101423,Ontario,West Joshua,2023-02-11,Coastal,Lead,1.57,8.06,False,5.07,5.4,51.15,205.78,9.91,Untreated,HydroWatch,50.662517,-106.249698,5.31,Plan improve pressure car.
SMP101424,British Columbia,South Ryan,2024-09-01,Reservoir,Lead,0.72,5.21,False,8.93,3.5,49.03,1739.29,10.18,Partially Treated,HydroWatch,54.999736,-120.133427,1.32,Field Congress attorney growth simple resource.
SMP101425,Newfoundland and Labrador,Davisport,2024-08-26,Groundwater,Phosphate,19.31,11.85,True,8.11,22.1,82.67,778.98,6.83,Treated,HydroWatch,48.07726,-83.068579,9.37,Huge laugh animal page example close a within.
SMP101426,Quebec,East Michellemouth,2024-08-01,Lake,Lead,40.21,20.76,True,7.59,27.8,57.02,1777.71,2.3,Partially Treated,CleanH2O Org,47.988207,-75.61207,3.37,Take small side television.
SMP101427,Saskatchewan,Aguilartown,2022-06-27,River,Phosphate,38.32,2.13,True,6.15,1.7,33.09,1336.63,5.32,Treated,CleanH2O Org,59.258664,-100.552994,4.7,Room major state ground.
SMP101428,Quebec,New Marychester,2023-06-12,Coastal,Phosphate,37.64,20.72,True,5.61,9.8,83.17,79.69,9.24,Treated,EnviroCan,55.028747,-99.263907,0.89,Economy surface term fast why his.
SMP101429,Quebec,Lydiaport,2023-07-30,Coastal,Lead,36.21,25.78,True,7.19,2.5,41.67,329.1,3.46,Untreated,CleanH2O Org,54.009291,-108.996763,1.96,Present method nothing across.
SMP101430,Quebec,West Jamesborough,2025-01-19,Reservoir,Pesticides,30.03,13.26,True,6.01,21.0,68.11,615.67,12.12,Untreated,HydroWatch,44.387776,-59.185476,5.66,Professional minute assume improve task.
SMP101431,British Columbia,Lake Michaelshire,2022-10-17,Reservoir,Pathogens,25.73,19.33,True,6.38,7.1,63.07,1746.39,4.13,Treated,WaterSafe Canada,57.525625,-79.954168,8.37,Message tax too international.
SMP101432,New Brunswick,Aaronfort,2024-11-22,Groundwater,Microplastics,16.49,12.4,True,7.06,24.2,52.42,1498.63,5.58,Treated,EnviroCan,43.922932,-64.676301,6.05,Close five themselves do.
SMP101433,New Brunswick,Brianland,2025-03-05,Lake,Pathogens,3.88,28.9,False,6.43,26.8,64.13,214.77,11.47,Treated,EnviroCan,43.91335,-89.476002,3.4,Campaign teacher form remember perform small.
SMP101434,Newfoundland and Labrador,Port Kim,2022-12-02,Reservoir,Microplastics,21.91,10.19,True,8.37,25.4,19.29,355.61,11.22,Treated,CleanH2O Org,49.70049,-100.079591,6.02,Try current store.
SMP101435,Quebec,West Danielleborough,2023-12-05,Reservoir,Mercury,1.81,15.22,False,6.02,12.3,60.5,1356.13,8.7,Partially Treated,CleanH2O Org,53.833008,-79.141774,8.48,Forward most feel imagine grow show.
SMP101436,New Brunswick,West Sean,2023-11-03,Lake,Phosphate,3.88,13.16,False,8.33,15.6,76.21,1215.48,10.35,Partially Treated,EnviroCan,54.983018,-87.897429,2.12,Street positive name over point show professional.
SMP101437,Newfoundland and Labrador,West Johaven,2022-12-17,Reservoir,Pathogens,9.89,14.91,False,8.96,23.1,36.31,884.29,13.49,Untreated,CleanH2O Org,54.766471,-72.215188,9.24,They realize follow south play smile.
SMP101438,Alberta,Jimenezchester,2022-09-13,River,Chlorine,8.89,8.75,True,8.23,3.3,67.3,1867.94,13.49,Partially Treated,WaterSafe Canada,43.220479,-127.171264,5.36,Include everyone entire difference tree.
SMP101439,Prince Edward Island,Danielview,2023-10-25,Reservoir,Chlorine,15.76,17.93,False,5.1,21.9,95.03,1813.72,4.52,Treated,HydroWatch,45.519205,-70.959838,7.17,Success beyond end draw wrong result.
SMP101440,Saskatchewan,West Zachary,2024-09-25,Reservoir,Mercury,3.34,12.91,False,6.65,25.4,82.47,1810.14,8.66,Partially Treated,CleanH2O Org,46.00381,-133.033463,5.52,Discover short character letter available data card.
SMP101441,Alberta,Stephanieton,2023-06-02,Groundwater,Pathogens,23.34,15.75,True,7.93,5.6,2.13,240.11,2.31,Treated,CleanH2O Org,55.3906,-104.715048,0.34,Medical quite and above.
SMP101442,British Columbia,New Jamesbury,2023-05-16,Groundwater,Mercury,37.49,0.42,True,8.11,20.8,98.53,581.73,13.03,Partially Treated,WaterSafe Canada,56.52956,-97.287114,5.12,Of during future conference to.
SMP101443,Saskatchewan,Russellstad,2024-04-04,Reservoir,Phosphate,19.37,25.32,False,6.12,14.0,78.55,1830.06,10.96,Untreated,EnviroCan,49.334388,-79.237627,6.08,Want commercial owner view above with Congress.
SMP101444,Alberta,Port Angelabury,2024-08-02,Lake,Phosphate,16.68,21.15,False,6.08,14.2,5.53,1841.12,4.84,Treated,EnviroCan,46.121595,-132.448809,4.35,Could beat here president less five.
SMP101445,Saskatchewan,Port Caitlin,2022-10-13,Coastal,Phosphate,40.78,6.64,True,8.4,17.4,71.28,134.33,9.42,Treated,HydroWatch,47.920985,-93.348087,4.36,Situation organization century.
SMP101446,Manitoba,Williamsonland,2023-01-18,Lake,Pesticides,34.5,4.77,True,5.74,15.5,24.41,681.92,11.36,Partially Treated,EnviroCan,55.609455,-97.219932,9.88,Hospital beyond thing.
SMP101447,Nova Scotia,Port Gina,2024-12-01,Reservoir,Oil,0.62,10.72,False,6.77,16.5,17.7,1626.94,9.33,Partially Treated,EnviroCan,46.508945,-67.360734,5.35,Discussion area provide safe ever direction sell.
SMP101448,Prince Edward Island,North Sylviatown,2022-05-21,Lake,Microplastics,49.37,22.54,True,8.45,3.8,71.63,375.03,12.08,Treated,WaterSafe Canada,59.862242,-78.4135,3.79,No street country minute.
SMP101449,New Brunswick,West James,2025-03-02,Coastal,Nitrate,12.01,26.45,False,5.12,26.4,3.66,1382.18,2.4,Untreated,CleanH2O Org,49.551732,-90.477408,7.89,Sea improve must entire.
SMP101450,Quebec,East Davidville,2022-08-18,River,Phosphate,26.97,6.31,True,7.58,11.1,56.94,1353.92,9.18,Partially Treated,CleanH2O Org,52.557625,-104.238033,8.47,From use win pressure.
SMP101451,New Brunswick,Port Kimberly,2024-12-10,Groundwater,Pesticides,27.0,11.76,True,6.38,9.8,78.75,1059.44,2.82,Untreated,CleanH2O Org,43.64503,-84.250661,2.67,Anyone budget board history.
SMP101452,Newfoundland and Labrador,Jamesview,2023-10-16,Lake,Nitrate,43.85,22.0,True,7.37,13.1,41.71,1776.27,7.27,Untreated,EnviroCan,51.822161,-119.637509,6.18,Six stage probably must many.
SMP101453,Manitoba,Jennifershire,2023-03-18,River,Lead,42.64,19.18,True,8.46,16.1,10.73,1191.42,7.19,Untreated,WaterSafe Canada,53.0776,-97.178242,6.85,Many receive operation little happy everybody this.
SMP101454,Quebec,Martinezburgh,2024-04-02,Reservoir,Mercury,40.43,21.21,True,5.69,21.6,31.25,1755.58,3.92,Partially Treated,WaterSafe Canada,48.23802,-63.551061,4.5,Start mother maybe chance single across all.
SMP101455,Nova Scotia,New Dianabury,2025-01-15,Groundwater,Phosphate,49.82,2.24,True,6.32,24.5,94.76,1927.17,6.43,Treated,WaterSafe Canada,46.89061,-132.803456,0.56,Red protect get foreign note east despite.
SMP101456,British Columbia,South Aprilchester,2023-01-08,Lake,Pesticides,41.05,14.14,True,7.97,17.0,95.97,1526.36,4.74,Treated,WaterSafe Canada,52.899679,-76.332859,0.75,Some finish get hold.
SMP101457,British Columbia,New Donald,2024-07-26,Reservoir,Pathogens,38.87,23.81,True,7.89,24.7,96.51,696.17,4.63,Treated,CleanH2O Org,59.01458,-96.208172,0.16,Store good fine foreign effect.
SMP101458,Newfoundland and Labrador,Jamesside,2022-08-31,Reservoir,Pesticides,14.44,12.06,True,5.66,2.5,65.31,1269.03,8.44,Partially Treated,CleanH2O Org,53.946271,-125.981371,5.9,Hope let debate federal who anyone police.
SMP101459,Manitoba,South Christina,2024-04-15,Lake,Oil,19.98,18.49,True,7.51,29.4,77.04,84.57,2.38,Treated,EnviroCan,43.730941,-110.996997,2.35,Available own sort catch pretty on eat.
SMP101460,Prince Edward Island,Sandersfurt,2022-12-31,Reservoir,Chlorine,36.93,22.82,True,7.96,21.2,28.06,993.79,7.18,Untreated,WaterSafe Canada,45.929171,-80.140131,0.67,Business boy under president.
SMP101461,Saskatchewan,West Leslieshire,2024-05-06,Coastal,Pesticides,23.46,29.3,False,8.13,16.3,43.11,1485.21,3.59,Treated,WaterSafe Canada,58.292601,-128.011537,3.41,Deal very important arm about name.
SMP101462,Nova Scotia,Lake Corey,2025-02-23,Coastal,Nitrate,17.47,18.9,False,8.26,23.4,50.64,1525.83,13.94,Partially Treated,EnviroCan,47.773642,-71.69136,0.66,Fight leave executive issue when.
SMP101463,Nova Scotia,Sandramouth,2024-02-17,Reservoir,Oil,32.67,16.1,True,8.1,17.2,99.28,1118.95,12.89,Untreated,HydroWatch,57.126528,-85.607385,5.69,Field administration most dream mother.
SMP101464,Nova Scotia,Erichaven,2023-07-23,Reservoir,Phosphate,12.69,1.74,True,5.68,4.3,48.47,117.6,11.34,Untreated,HydroWatch,56.156899,-135.608316,6.24,We why able water.
SMP101465,Nova Scotia,Alexburgh,2022-12-04,Lake,Pathogens,26.11,8.56,True,8.58,1.6,19.01,697.55,8.23,Partially Treated,EnviroCan,43.325356,-107.175679,8.05,Mr generation beyond relationship course.
SMP101466,Manitoba,New Benjaminshire,2023-08-17,Groundwater,Nitrate,34.07,22.7,True,6.72,2.1,28.98,1239.25,5.98,Partially Treated,HydroWatch,56.385435,-120.564469,7.56,Able door western.
SMP101467,Saskatchewan,Herreraport,2023-12-25,Lake,Chlorine,33.71,11.34,True,8.41,21.8,76.35,1813.45,8.68,Untreated,WaterSafe Canada,50.320313,-115.580976,6.28,Organization they use stay arm.
SMP101468,Saskatchewan,North Sheila,2023-08-19,Coastal,Lead,33.67,25.72,True,7.17,18.2,75.06,942.19,5.98,Partially Treated,HydroWatch,45.277998,-82.531338,9.22,Know carry national clear voice.
SMP101469,Newfoundland and Labrador,Megantown,2023-06-27,Groundwater,Chlorine,29.45,16.15,True,6.59,25.3,84.46,1282.96,4.98,Partially Treated,EnviroCan,49.878465,-77.854375,3.05,People amount member hotel.
SMP101470,Nova Scotia,Lozanoville,2022-06-30,Coastal,Oil,8.6,15.33,False,6.43,22.0,70.48,1225.81,11.67,Treated,HydroWatch,49.327153,-98.621414,9.33,Model quickly be picture thing.
SMP101471,Nova Scotia,North Gina,2023-02-26,River,Pathogens,48.22,2.19,True,7.61,14.9,18.12,416.73,7.92,Untreated,EnviroCan,57.191852,-111.328926,2.19,Concern everything writer anything camera single information.
SMP101472,Manitoba,Cruzburgh,2023-11-21,Lake,Mercury,42.0,3.28,True,7.72,22.4,0.92,1803.77,12.97,Untreated,WaterSafe Canada,54.735433,-136.606858,8.53,Between film American rule future several on.
SMP101473,Nova Scotia,East Erica,2025-02-17,Reservoir,Nitrate,3.9,28.11,False,5.26,6.6,53.78,284.35,3.07,Treated,HydroWatch,59.280135,-79.766124,3.01,Key sell these federal far.
SMP101474,Alberta,Port Melissaland,2024-02-19,Groundwater,Oil,45.05,17.27,True,7.92,22.3,32.94,1748.62,9.39,Untreated,WaterSafe Canada,54.372842,-92.276007,1.71,Material start remember account enter exactly.
SMP101475,Saskatchewan,North Brandishire,2022-09-22,Reservoir,Lead,38.69,18.31,True,5.17,1.2,39.66,1828.97,6.31,Untreated,WaterSafe Canada,54.476621,-134.652822,0.3,Not could wonder.
SMP101476,British Columbia,West Sandra,2022-08-02,River,Pathogens,33.79,14.35,True,5.97,28.1,92.23,115.05,9.76,Treated,EnviroCan,49.22433,-87.812559,7.57,Each lose those.
SMP101477,British Columbia,Port Brittany,2023-06-07,River,Pesticides,15.37,23.58,False,7.3,28.1,70.21,1242.11,9.39,Treated,HydroWatch,58.088093,-74.67977,2.76,Able he newspaper carry.
SMP101478,Alberta,Jamesville,2023-07-19,Reservoir,Lead,19.53,29.42,False,5.72,28.9,1.19,785.7,5.7,Untreated,WaterSafe Canada,43.010268,-110.647303,7.12,Beat even certain.
SMP101479,British Columbia,Sanchezstad,2023-05-11,Lake,Oil,45.91,4.16,True,6.65,4.7,24.16,212.83,12.57,Untreated,EnviroCan,43.380018,-83.14066,5.82,Mission upon these enter several.
SMP101480,Ontario,Port Micheal,2023-07-28,River,Chlorine,3.0,3.96,False,7.45,15.1,26.93,818.37,3.01,Treated,WaterSafe Canada,54.590932,-129.889146,7.91,Live that performance ten building face may.
SMP101481,Saskatchewan,Thompsonland,2023-04-28,Coastal,Lead,38.18,9.51,True,8.52,8.7,41.29,1384.53,9.86,Treated,EnviroCan,59.322055,-112.135439,0.34,Building voice wife address.
SMP101482,Quebec,Davidburgh,2023-09-27,River,Pathogens,1.64,21.42,False,8.48,20.5,45.11,580.21,13.63,Partially Treated,CleanH2O Org,50.564712,-52.877357,7.32,Focus behavior attorney member serious bring trial.
SMP101483,New Brunswick,North Rhonda,2025-04-05,Reservoir,Pathogens,3.66,0.17,True,5.72,23.8,3.63,215.85,13.85,Treated,HydroWatch,47.486383,-122.447601,0.72,Leader media nature final.
SMP101484,Saskatchewan,Alexandraview,2022-05-11,Groundwater,Oil,48.63,16.68,True,6.49,24.2,97.32,1834.87,2.48,Untreated,CleanH2O Org,56.549191,-93.240001,1.89,Truth me later kitchen medical.
SMP101485,British Columbia,Wilkinsonfurt,2024-08-15,Coastal,Phosphate,41.15,29.86,True,5.48,8.3,15.72,306.93,3.31,Partially Treated,EnviroCan,47.652439,-133.729803,3.61,Card poor customer worry career research.
SMP101486,Newfoundland and Labrador,Calderonhaven,2023-08-22,Groundwater,Pesticides,47.12,29.65,True,6.3,18.1,64.59,1077.54,2.52,Partially Treated,HydroWatch,46.84704,-55.633345,7.03,Population hot coach build wait position.
SMP101487,Quebec,Michaelfort,2023-03-30,Groundwater,Microplastics,23.2,10.79,True,5.01,16.1,68.24,1747.58,3.92,Partially Treated,WaterSafe Canada,45.824591,-93.378182,2.29,Learn morning something society suggest who key view.
SMP101488,British Columbia,Ashleyville,2022-06-09,Reservoir,Mercury,22.64,10.0,True,8.18,8.0,3.83,451.49,3.78,Partially Treated,EnviroCan,56.205741,-70.441741,9.54,See water green learn whole moment everyone development.
SMP101489,New Brunswick,Wadetown,2024-09-10,Groundwater,Pathogens,40.58,1.45,True,6.16,28.8,34.34,1787.19,3.86,Partially Treated,HydroWatch,53.444889,-123.848447,0.12,Require apply white result.
SMP101490,Quebec,East Danielle,2022-12-01,Coastal,Phosphate,4.92,9.46,False,5.42,14.8,14.11,1324.84,13.04,Partially Treated,CleanH2O Org,54.112462,-88.890911,2.65,Environment reason sort.
SMP101491,Prince Edward Island,East Ashley,2023-01-18,Coastal,Pesticides,39.21,5.6,True,5.85,23.1,78.96,367.08,13.18,Untreated,CleanH2O Org,50.024027,-107.927824,5.22,Key fine deal degree newspaper next.
SMP101492,Saskatchewan,Port Richard,2023-03-30,Groundwater,Pathogens,43.83,9.01,True,5.26,8.3,70.36,622.59,3.16,Treated,CleanH2O Org,52.398159,-125.231166,7.72,Air natural activity material.
SMP101493,British Columbia,East Eugene,2022-12-05,River,Oil,39.46,20.09,True,5.88,12.7,71.25,1940.03,12.83,Treated,CleanH2O Org,47.925372,-118.473715,7.72,Floor financial base easy teach total couple.
SMP101494,Alberta,Johnmouth,2024-03-01,Groundwater,Pesticides,27.06,14.4,True,6.29,25.0,22.19,1838.81,6.82,Treated,EnviroCan,52.813171,-103.448132,8.63,Hit decide now.
SMP101495,Manitoba,Lake Kylehaven,2024-12-08,Coastal,Nitrate,44.23,12.29,True,7.69,23.8,8.43,920.12,7.5,Treated,WaterSafe Canada,46.648656,-104.03863,7.73,Return will lose really provide road thus oil.
SMP101496,Ontario,Morganshire,2023-06-02,Lake,Lead,41.25,22.84,True,8.86,1.8,10.57,1885.73,3.95,Untreated,CleanH2O Org,56.443013,-110.365763,1.27,Teacher assume agree learn.
SMP101497,Nova Scotia,East Sean,2025-01-29,Reservoir,Chlorine,4.6,11.44,False,6.69,16.8,16.65,1895.3,5.73,Partially Treated,EnviroCan,59.135877,-80.942673,9.49,Break Democrat old dream add.
SMP101498,Nova Scotia,Joshuafurt,2024-02-10,Lake,Phosphate,29.58,5.27,True,5.5,20.1,65.86,1505.2,4.19,Treated,WaterSafe Canada,53.630965,-104.846985,5.39,Final my upon build.
SMP101499,British Columbia,New Johntown,2023-10-30,Reservoir,Mercury,28.91,10.08,True,7.11,23.2,4.98,923.23,7.3,Untreated,EnviroCan,58.167152,-133.659584,3.35,Brother personal effort near be.
SMP101500,New Brunswick,East Carmen,2022-06-27,Reservoir,Microplastics,11.74,16.86,False,7.83,7.6,67.37,1813.02,7.11,Untreated,WaterSafe Canada,59.276396,-57.026702,6.69,One him discuss bag system kitchen morning.
SMP101501,Ontario,West Catherine,2023-08-08,Groundwater,Microplastics,18.17,10.84,True,5.61,25.0,21.65,1523.73,3.04,Untreated,WaterSafe Canada,51.961974,-89.46659,0.56,Return key in sign word my.
SMP101502,Manitoba,Nicolasland,2022-08-22,Groundwater,Mercury,27.99,6.82,True,5.83,3.5,39.8,1506.27,6.27,Treated,WaterSafe Canada,49.16445,-78.470387,0.79,Better near avoid voice mission general fight amount.
SMP101503,Saskatchewan,North Ambermouth,2022-05-27,Reservoir,Mercury,48.8,3.63,True,7.63,17.9,73.2,1551.12,7.67,Partially Treated,CleanH2O Org,54.199829,-54.752247,9.72,Option career let low pressure.
SMP101504,Quebec,Port Eric,2023-03-24,Groundwater,Lead,21.46,19.98,True,6.41,10.1,61.24,1954.95,9.75,Treated,CleanH2O Org,59.878293,-124.29044,3.01,Maintain reason church need boy industry.
SMP101505,Prince Edward Island,Port Karenbury,2022-11-18,Groundwater,Mercury,27.44,9.67,True,7.62,11.6,46.45,138.11,4.57,Untreated,HydroWatch,55.309551,-88.352269,5.81,Everything debate fight test.
SMP101506,Ontario,Jessicafurt,2023-03-02,River,Lead,43.44,25.52,True,7.53,18.4,35.9,1979.39,6.43,Untreated,WaterSafe Canada,48.649985,-124.654097,4.59,Whom discuss some.
SMP101507,Alberta,Brandonfurt,2023-09-12,Groundwater,Mercury,2.0,1.98,True,5.6,6.4,50.7,765.51,12.45,Treated,EnviroCan,45.913301,-98.181811,7.47,Blood development skill machine help time miss.
SMP101508,British Columbia,North Adamhaven,2023-05-17,River,Nitrate,47.35,2.77,True,6.7,28.9,72.32,1042.13,10.54,Treated,WaterSafe Canada,47.025776,-134.235421,1.31,Against must option more wear.
SMP101509,Newfoundland and Labrador,Bernardport,2023-06-07,Lake,Pesticides,15.38,3.4,True,8.27,10.4,69.63,249.38,10.48,Partially Treated,WaterSafe Canada,51.105074,-119.493031,7.59,Almost maybe toward future.
SMP101510,Ontario,Molinashire,2024-07-28,Groundwater,Chlorine,39.91,12.41,True,8.61,1.4,36.28,157.65,2.43,Partially Treated,CleanH2O Org,53.618762,-92.159563,8.6,Job approach effect imagine first tell fear.
SMP101511,Saskatchewan,Patriciaport,2023-03-26,Groundwater,Chlorine,14.86,2.78,True,7.01,6.4,37.2,189.32,3.58,Untreated,HydroWatch,55.155106,-87.433793,1.66,Realize talk individual.
SMP101512,Manitoba,West Rhondaborough,2023-01-12,Lake,Pesticides,28.97,12.48,True,6.25,15.7,1.18,1771.89,10.92,Partially Treated,EnviroCan,52.380375,-104.91133,4.57,Draw large miss film.
SMP101513,Prince Edward Island,Chapmanchester,2023-08-15,Groundwater,Mercury,21.72,24.77,False,8.9,25.9,38.3,994.87,9.73,Treated,EnviroCan,57.663453,-64.500099,2.44,Agree six to decide wait.
SMP101514,New Brunswick,Ericaburgh,2022-11-23,River,Nitrate,33.46,18.69,True,8.11,5.2,60.57,104.02,11.61,Partially Treated,EnviroCan,57.096082,-93.205102,1.81,Point generation arrive standard evening.
